-0.25827	0.00000	0.00000	0.00000	0.01233	0.00000	-0.47438	0.00000	0.00000	0.00000
0.00000	-0.08341	0.00000	0.00000	0.00000	0.11546	0.00323	0.02872	0.00000	0.11613
0.00000	0.00000	-0.05984	0.16592	0.00000	0.00000	0.00000	0.00000	0.17596	-0.12398
0.00000	0.00000	-0.20007	-0.80250	0.00000	0.00000	0.00000	0.00000	0.01776	-0.29115
0.00627	0.00000	0.00000	0.00000	-0.51060	0.00000	-0.75066	0.00000	0.00000	0.00000
0.00000	-0.29000	0.00000	0.00000	0.00000	-0.92304	-0.00040	-0.00356	0.00000	-0.01440
0.09262	-0.18891	0.00000	0.00000	0.28826	-0.00933	-0.06940	-0.00232	0.00000	-0.00938
0.00000	-0.45222	0.00000	0.00000	0.00000	-0.02233	-0.00063	-0.29695	0.00000	-0.02246
0.00000	0.00000	-0.12173	0.00856	0.00000	0.00000	0.00000	0.00000	-0.41876	-0.22463
0.00000	-0.09249	0.16217	0.11764	0.00000	-0.00457	-0.00013	-0.00114	0.04375	-0.16707
