-0.22407	0.00000	0.00000	0.27559	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	-0.73052	0.00000	0.00000	0.00843	0.00000	-0.73130	0.00000	0.06630	0.04177
0.00000	0.00000	-0.31488	-0.06378	0.00000	-0.52241	0.00000	-0.05731	0.00000	-0.29981
-0.12190	0.00000	-0.02172	-0.68160	-0.07075	0.00000	0.00000	-0.13872	0.00000	-0.16777
0.00000	0.00338	0.00000	0.21123	-0.08752	0.00000	-0.11828	0.18185	0.01072	0.00676
0.00000	0.00000	0.50561	0.00000	0.00000	-0.02727	0.00000	0.00000	0.00000	0.00000
0.00000	0.02266	0.00000	0.00000	0.00914	0.00000	-0.08742	0.00000	0.07190	0.04530
0.00000	0.00000	-0.00522	0.24160	-0.02833	0.00000	0.00000	0.03101	0.00000	-0.04034
0.00000	0.00401	0.00000	0.00000	0.00162	0.00000	-0.14038	0.00000	-0.09177	0.45385
0.00000	0.00116	0.11250	0.18487	0.00047	0.00000	-0.04053	0.16610	-0.18664	-0.18186
