-0.01572	0.00376	0.00375	0.00321	-0.00010	-0.00005	0.00000	0.00030	0.00000	0.00035	-0.00024	0.00000	0.00238	-0.00013	-0.00012	-0.00019	-0.00012	-0.00596	0.00297	-0.00006	-0.00023	0.00000	0.00000	0.00407	0.00000	0.00000	0.00240	0.00000	0.00000	0.00000
-0.00071	-0.00534	-0.00015	-0.00135	0.00016	0.00003	0.00000	-0.00188	0.00000	-0.00002	-0.00386	0.00000	-0.00001	0.00436	0.00000	-0.00003	-0.00012	-0.00127	0.00005	-0.00009	0.01763	0.00000	0.00000	-0.00035	0.00000	0.00000	-0.00594	0.00000	0.00000	0.00000
-0.00737	-0.00114	-0.01815	-0.01536	0.00049	0.00217	0.00324	-0.02087	0.00678	-0.00015	-0.00105	0.00826	-0.00011	-0.00155	-0.00173	0.00672	-0.00147	-0.01012	-0.00048	-0.00177	0.00141	0.00059	0.00242	-0.00203	0.00061	0.00433	-0.01952	0.00585	0.01026	0.00565
-0.01597	0.00815	0.00450	-0.00731	0.00000	0.00000	0.00000	0.00006	0.00000	0.00008	0.00000	0.00000	0.00267	0.00000	0.00000	0.00000	0.00000	0.00049	0.00429	0.00497	0.00000	0.00000	0.00000	0.00648	0.00000	0.00000	0.00041	0.00000	0.00000	0.00000
-0.00024	-0.00121	-0.02222	0.00000	-0.01372	-0.01323	0.02473	-0.00033	-0.00150	-0.00047	-0.00389	0.00993	-0.00018	-0.01130	-0.00441	-0.00026	-0.00099	-0.02498	-0.00060	-0.00059	-0.00044	0.00779	0.00857	-0.01082	0.02964	0.02045	-0.01385	0.00114	0.00182	0.00380
-0.00006	-0.00012	-0.00625	0.00000	0.00663	-0.00443	0.00027	-0.00010	0.00139	-0.00012	-0.00291	0.00047	-0.00005	0.00892	-0.00125	0.00448	0.01158	-0.00647	-0.00005	-0.00007	0.00424	0.00004	0.00019	-0.00178	0.00004	0.00028	-0.00613	0.00037	0.00051	0.00031
0.00000	0.00000	-0.09719	0.00000	-0.08614	0.00315	-0.61328	0.00000	-0.00769	0.00000	0.00025	-0.03001	0.00000	0.00027	-0.05126	0.00871	-0.01024	0.00000	-0.00239	-0.08690	-0.05929	0.00521	0.00752	0.00000	0.01168	0.01112	0.00000	0.00638	0.00811	0.00589
-0.00335	0.00288	0.00569	0.00011	0.00003	-0.00007	0.00000	-0.00309	0.00000	-0.00006	-0.00121	0.00000	0.00006	0.00657	0.00701	-0.00010	0.00542	-0.00389	0.00046	0.00440	-0.00010	0.00000	0.00000	0.00558	0.00000	0.00000	-0.00227	0.00000	0.00000	0.00000
0.00000	0.00000	-0.01527	0.00000	0.00021	-0.00833	0.03955	0.00000	-0.01831	0.00000	0.00005	0.03648	0.00000	-0.00487	-0.00632	0.00091	0.00014	0.00000	0.00000	-0.01270	0.00036	0.00051	0.00081	0.00000	0.01275	0.00090	0.00000	0.00096	0.00127	0.00083
-0.19371	0.00595	0.00513	0.00663	-0.00339	-0.00185	0.00000	-0.00157	0.00000	-0.60700	-0.00845	0.00000	-0.29456	-0.00449	-0.00422	-0.00674	-0.00433	-0.31663	-0.02250	-0.00553	-0.00790	0.00000	0.00000	-0.01207	0.00000	0.00000	0.00494	0.00000	0.00000	0.00000
-0.00001	0.00154	-0.00007	0.00000	0.00354	-0.00212	0.00008	-0.00471	0.00003	-0.00001	-0.01775	0.00004	-0.00001	0.00341	0.00124	0.00002	0.00090	-0.00077	0.00199	0.00180	0.00140	0.00000	0.00005	-0.00091	0.00001	0.00005	-0.00358	0.00006	0.00000	0.00002
