-0.14203	0.00000	0.00000	-0.29895	0.01622	0.00000	0.00000	0.00243	0.00000	0.00000	0.00417	0.00000	0.00000	0.00650	0.00000	0.00280	0.11103	0.01130	0.00000	0.16637
0.00000	-0.14189	0.00000	0.00000	0.00000	-0.00759	0.00000	0.00000	-0.15950	0.00000	0.00000	-0.00254	0.07019	0.00000	0.00000	-0.06443	0.00000	0.00000	0.14717	0.00000
0.00000	0.00000	-0.15127	0.00000	-0.00019	0.00089	-0.04133	-0.00111	0.00000	-0.02973	-0.00088	0.00210	0.00000	-0.08077	0.00000	-0.00282	0.51767	-0.02572	0.00000	0.02102
0.01546	0.00000	0.00000	0.00679	0.02927	0.00000	0.00000	0.00439	0.00000	0.00000	0.00753	0.00000	0.00000	0.01173	0.00000	0.00506	0.00000	0.02040	0.00000	0.00000
0.00007	0.00000	0.00494	-0.00231	-0.11304	0.00000	-0.00235	-0.10373	0.00000	-0.00130	-0.00262	0.00000	0.00000	0.00246	0.00000	0.00472	0.34545	-0.08380	0.00000	0.23739
0.00000	-0.00078	0.01805	0.00000	0.00000	-0.12361	0.00000	0.00000	-0.00177	-0.19797	0.00000	0.01515	0.00000	0.00000	0.00000	-0.01333	0.00236	0.00000	0.37798	0.02605
0.00000	0.00000	0.02158	0.00000	0.01465	0.00000	-0.09011	0.02073	0.00000	0.03373	0.00936	0.00000	0.00000	0.02632	-0.08307	0.04329	0.00000	0.00000	0.00000	0.02904
0.00082	0.00000	0.00190	-0.02866	0.06678	0.00000	-0.00444	-0.10218	0.00000	0.03445	0.06062	0.00000	0.00000	0.04282	0.00000	0.00344	0.00000	-0.03424	0.00000	-0.00031
0.00000	0.13559	0.00000	0.00000	0.00000	-0.01365	0.00000	0.00000	0.01795	0.00000	0.00000	-0.00457	0.00000	0.00000	0.00000	-0.11597	0.00000	0.00000	-0.00827	0.00000
0.00000	0.00000	0.05404	0.00000	-0.00158	0.01963	-0.01749	-0.08488	0.00000	-0.11766	-0.00256	0.04626	0.00000	-0.00113	0.00000	-0.00022	0.00695	-0.02818	0.00000	0.07562
0.00341	0.00000	-0.00545	-0.11895	0.00032	0.00000	-0.16768	-0.11079	0.00000	-0.01504	-0.92370	0.00000	0.00000	-0.00708	0.00000	-0.01332	0.00000	-0.05121	0.00000	-0.01187
0.00000	-0.01130	0.04349	0.00000	0.00000	-0.00662	0.00000	0.00000	-0.02550	-0.47694	0.00000	-0.04356	0.00000	0.00000	0.00000	-0.19239	0.00568	0.00000	-0.01372	0.06276
0.00000	-0.55228	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.66125	0.00000	0.00000	0.00000	0.00000	0.00000	0.20664	0.00000
0.00240	0.00000	0.07279	-0.08368	0.00235	0.00000	-0.01658	-0.09087	0.00000	-0.00263	-0.00157	0.00000	0.00000	-0.04791	0.00000	0.00010	0.00000	-0.01574	0.00000	0.05531
0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07941	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.03097	0.00000	0.00000	0.00000	0.00000	0.00000
0.00052	0.04117	0.00070	-0.01806	0.00004	0.08248	-0.01732	-0.05906	0.09287	-0.00216	-0.00164	0.02763	0.00000	-0.00036	0.00000	-0.07622	0.00000	-0.02592	0.04998	-0.00123
-0.13254	0.00000	-0.12940	0.00000	-0.21235	0.00181	0.00000	0.00000	0.00000	-0.05376	0.00000	0.00426	0.00000	0.00000	0.00000	0.00000	-0.70138	0.00000	0.00000	-0.01223
0.00215	0.00000	0.02176	-0.07508	0.02204	0.00000	0.00000	0.01437	0.00000	0.00216	0.00197	0.00000	0.00000	0.02076	0.00000	0.02223	0.00000	-0.01749	0.00000	0.00000
0.00000	-0.14497	0.00000	0.00000	0.00000	-0.25478	0.00000	0.00000	-0.01960	0.00000	0.00000	-0.00583	0.02358	0.00000	0.00000	-0.14784	0.00000	0.00000	-0.44476	0.00000
-0.27304	0.00000	0.02135	0.00000	-0.14463	0.00070	-0.06658	-0.00336	0.00000	-0.02621	-0.00152	0.00164	0.00000	-0.07375	0.00000	-0.00702	-0.00440	0.00000	0.00000	-0.10844
