-0.08334	0.01270	0.02800	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00647	0.00000	0.00000	0.00304	0.03689	0.00000	0.00620	0.00000	0.00000	0.02230	0.00000	0.00000
-0.01906	-0.12140	0.00314	0.00000	0.12900	0.00000	0.00000	0.00000	-0.06128	0.00000	0.00000	-0.00021	0.00946	0.01570	-0.00042	0.00000	0.00000	0.00830	0.08931	0.00000
-0.04215	0.00812	-0.02890	0.00000	0.04840	0.00000	0.00000	0.00000	-0.08449	0.00000	0.00000	-0.00044	0.01119	0.09607	-0.00090	0.00000	0.00000	0.01033	0.06889	0.00000
0.00000	0.00000	0.00000	-0.10026	0.00000	0.00000	-0.02175	0.00000	0.00000	0.11109	0.03020	-0.00002	0.00000	-0.00011	-0.03225	0.00000	0.00000	-0.02730	0.00000	0.00000
0.00000	-0.02861	-0.06029	0.00000	-0.13431	0.00000	0.00000	-0.00309	0.00000	-0.00020	-0.02375	0.00000	0.00000	-0.00041	0.00000	0.53367	0.00048	0.00000	-0.02936	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	-0.14543	-0.00723	-0.03919	-0.02668	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.54964	0.00000	0.00000	0.00000	-0.28332
0.00000	0.00000	0.00000	0.06853	0.00000	-0.00255	-0.03329	-0.01409	-0.00960	0.00649	0.04744	0.00000	0.00000	0.07052	0.00000	0.00000	0.00000	0.00000	0.00000	-0.10188
0.00000	0.00000	0.00000	0.00000	0.02750	-0.00470	-0.00480	-0.10410	-0.01771	0.07757	0.01004	0.00000	0.00000	0.00600	0.00000	0.08673	0.00000	0.00000	0.05798	-0.18800
0.00164	0.00679	0.00476	0.00000	0.00000	-0.00086	-0.00088	-0.00477	-0.01997	0.00000	0.00000	0.00000	0.01128	0.00000	0.00000	0.00000	0.00000	0.00925	0.00000	-0.03445
0.00000	0.00000	0.00000	-0.08204	-0.00351	0.00000	-0.08995	-0.15171	0.00000	-0.62214	-0.00362	-0.00007	0.00000	-0.00124	-0.11560	-0.01107	0.00000	-0.16917	-0.00740	0.00000
0.00000	0.00000	0.00000	-0.00740	0.04696	0.00000	-0.02654	-0.04505	0.00000	-0.00382	-0.03388	-0.00002	0.00000	0.03736	-0.02558	0.06303	0.04702	-0.05727	0.04290	0.00000
-0.07142	-0.00279	-0.00642	-0.00038	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00042	-0.00032	-0.14120	-0.10765	0.39506	0.00028	0.00000	0.00000	-0.00497	0.00000	0.00000
-0.01923	0.00251	0.00051	0.00000	0.00000	0.00000	0.00000	0.00000	-0.02819	0.00000	0.00000	0.02425	-0.01320	0.00000	0.04804	0.00000	0.00000	0.00309	0.00000	0.00000
0.00000	-0.08598	-0.18474	-0.00099	-0.00863	0.00000	-0.19329	-0.10876	0.00000	-0.00719	-0.17615	-0.04907	0.00000	-0.94697	0.00000	-0.00291	0.00356	0.00000	-0.00910	0.00000
-0.02221	-0.00087	-0.00200	0.05245	0.00000	0.00000	0.00000	0.00000	0.00000	0.05790	0.04445	0.00815	-0.07790	0.00000	-0.06150	0.00000	0.00000	-0.00155	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	-0.05163	-0.16141	0.00000	-0.26532	0.00000	-0.01731	-0.13626	0.00000	0.00000	0.00085	0.00000	-1.14891	0.00273	0.00000	-0.01032	0.00000
0.00000	0.00000	0.00000	0.00000	0.01516	0.00000	0.00000	0.00000	0.00000	0.00000	-0.72823	0.00000	0.00000	0.01192	0.00000	0.02095	-0.17084	0.00000	0.01424	0.00000
-0.08290	-0.00219	-0.00674	0.04214	0.00000	0.00000	0.00000	0.00000	-0.00909	0.05385	0.06935	-0.00083	-0.00794	0.00000	-0.00169	0.00000	0.00000	-0.02696	0.00000	0.00000
0.00000	-0.05762	-0.04679	0.00000	0.12987	0.00000	0.00000	-0.05585	0.00000	-0.00364	-0.08055	0.00000	0.00000	-0.00003	0.00000	-0.00177	0.00163	0.00000	-0.01493	0.00000
0.00000	0.00000	0.00000	0.00000	0.00000	0.01050	0.01071	0.05809	0.03955	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.02072
