-0.07264	-0.06688	0.00000	0.43260	0.00000	0.00000	-0.03020	-0.00141	0.00000	-0.07479
0.08841	-0.07591	0.00000	-0.00772	0.00000	0.00000	-0.13640	-0.00637	0.00000	-0.01057
0.00000	0.00000	-0.51712	0.00000	-0.13861	-0.07198	-0.00034	-0.08242	-0.48313	-0.00734
-0.24936	-0.01884	0.00000	-0.68729	0.00000	0.00000	-0.40309	-0.01882	0.00000	-0.09689
0.00000	0.00000	0.04601	0.00000	-0.04761	-0.00587	0.05081	-0.00672	-0.03938	0.00034
0.00000	0.00000	-0.09133	0.00000	-0.00676	-0.94173	-0.02612	-0.07977	-0.46762	-0.00758
0.04770	0.03501	-0.01214	0.04242	-0.02111	-0.01237	-0.00746	0.02081	-0.08304	0.05678
-0.01593	-0.01170	-0.06648	-0.01417	-0.00492	-0.05071	-0.26923	-0.88840	-0.34039	-0.02491
0.00000	0.00000	0.10596	0.00000	0.00784	0.08083	0.03030	0.09255	-0.09467	0.00880
0.08337	-0.00597	0.00972	0.08361	-0.04879	-0.00022	-0.11792	-0.00621	-0.00145	-0.05590
