-0.02426	-0.00665	0.00000	0.00000	0.00071	-0.01583	0.00000	0.00000	0.00000	0.07857
0.04287	-0.04666	0.00000	0.00000	0.02479	-0.03389	0.00000	0.00000	0.00000	0.00051
0.00000	0.00000	-0.01113	0.00000	0.00000	0.00440	0.00000	0.00000	0.01268	0.00000
0.00000	0.00000	0.00000	-0.21473	-0.32074	0.00000	-0.20598	0.00242	0.00000	0.00000
0.00705	-0.02904	0.00000	0.09293	-0.06551	-0.12069	0.06616	0.00249	0.00000	0.00181
0.01910	0.00974	-0.00547	0.00000	0.01354	-0.00998	0.00000	0.00000	-0.02599	0.00627
0.00000	0.00000	0.00000	0.57917	-0.04515	0.00000	-0.20420	0.00034	0.00000	-0.16771
0.00000	0.00000	0.00000	0.23147	-0.82227	0.00000	0.16478	-0.07655	0.00000	0.00000
0.00000	0.00000	0.02778	0.00000	0.00000	0.00315	0.00000	0.00000	-0.02492	0.00000
-0.03887	0.00101	0.00000	0.00000	0.00140	-0.04347	0.17691	0.00000	0.00000	-0.11264
