-0.57279	0.00000	0.00000	0.00000	0.12976	0.00000	-0.70974	0.00000	0.00000	0.00000
0.00000	0.00008	0.00000	0.00000	0.00000	0.13331	0.08857	0.06079	0.00000	0.08850
0.00000	0.00000	-0.32639	0.25286	0.00000	0.00000	0.00000	0.00000	0.12496	-0.18853
0.00000	0.00000	-0.16335	-0.20703	0.00000	0.00000	0.00000	0.00000	0.01838	-0.23354
0.13739	0.00000	0.00000	0.00000	-0.17340	0.00000	-0.82240	0.00000	0.00000	0.00000
0.00000	-0.79818	0.00000	0.00000	0.00000	-0.49102	-0.07319	-0.05024	0.00000	-0.07314
0.12696	-0.17870	0.00000	0.00000	0.13894	-0.02466	-0.09171	-0.01125	0.00000	-0.01637
0.00000	-0.88604	0.00000	0.00000	0.00000	-0.12229	-0.08125	-0.21679	0.00000	-0.08119
0.00000	0.00000	-0.23834	0.06978	0.00000	0.00000	0.00000	0.00000	-0.68846	-0.29782
0.00000	-0.19169	0.12530	0.05916	0.00000	-0.02646	-0.01758	-0.01206	0.15362	-0.07526
