-0.56323	0.00000	-0.06334	0.00000	0.00000	-0.25563	0.00000	0.00000	0.00000	0.00000
0.00000	-0.05530	0.00000	0.06682	0.02616	0.05189	0.00413	0.01066	0.02326	0.01729
0.18726	0.00000	-0.18401	-0.14101	0.00000	-0.02340	0.00000	0.00000	0.00000	0.00000
0.00000	-0.02920	0.36902	-0.16479	-0.00532	-0.00238	-0.00138	-0.06083	0.00169	-0.00079
0.00000	-0.07200	0.00000	0.09381	-0.16755	-0.00586	-0.00047	-0.02490	0.15087	-0.00195
0.02117	-0.13227	0.25429	-0.01386	-0.00543	-0.18733	-0.00086	-0.00221	-0.00483	-0.00359
0.00000	-0.04828	0.00000	0.09580	-0.00198	-0.00393	-0.03023	-0.00081	-0.00176	-0.00131
0.00000	-0.11871	0.00000	0.07070	0.01089	-0.00966	-0.00077	-0.04193	0.05587	-0.00322
0.00000	-0.23396	0.00000	0.01019	-0.30113	-0.01904	-0.00152	-0.12877	-0.44872	-0.00635
0.00000	-0.56149	0.00000	-0.05885	-0.02304	-0.04570	-0.00364	-0.00939	-0.02049	-0.83377
