0.00665	-0.11859	0.00000	0.57468	0.00000	0.00000	-0.13917	-0.01027	0.00000	-0.07593
0.08894	-0.02309	0.00000	-0.00421	0.00000	0.00000	-0.11722	-0.00865	0.00000	-0.01003
0.00000	0.00000	-0.38829	0.00000	-0.22102	0.00420	-0.03201	0.01355	-0.40805	0.01156
-0.27113	-0.00298	0.00000	-1.21476	0.00000	0.00000	-0.09928	-0.00733	0.00000	-0.25313
0.00000	0.00000	0.01146	0.00000	-0.02696	0.00030	0.12613	0.00098	-0.02949	0.02780
0.00000	0.00000	0.01597	0.00000	0.02666	-0.06922	0.02134	0.01797	-0.54119	0.02873
0.03964	0.02229	-0.00113	0.02670	-0.11237	0.00028	-0.05959	0.05571	-0.02683	0.06018
-0.00465	-0.00261	0.00797	-0.00313	0.01331	0.00278	-0.07639	-0.41189	-0.27021	0.00690
0.00000	0.00000	0.02283	0.00000	0.03812	0.00797	0.03051	0.02570	-0.07360	0.04107
0.09441	-0.00114	0.00038	0.18516	-0.05834	0.00049	-0.04827	-0.00122	-0.04775	-0.07226
