-0.11033	0.15247	0.00000	0.00000	0.00000	-0.08766	0.02318	0.14979	0.00000	0.00000
-0.08895	-0.11757	0.28985	0.20540	0.00000	0.00000	0.00000	-0.01550	-0.10565	0.00000
0.00000	-0.67426	-0.92962	-0.09143	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	-0.41166	-0.07877	-0.34791	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
0.00000	0.00000	0.00000	0.00000	-0.21429	0.00000	0.00000	0.03996	0.10710	0.07285
0.01816	0.00000	0.00000	0.00000	0.00000	-0.01415	-0.08021	0.00000	0.00000	0.00000
0.00521	0.00000	0.00000	0.00000	0.00000	0.02905	0.00141	0.00000	0.00000	0.00000
-0.33175	-0.05883	0.00000	0.00000	-0.10297	0.00000	0.00000	-0.97307	0.01734	0.01179
0.00000	0.17799	0.00000	0.00000	-0.09744	0.00000	0.00000	0.00612	-0.01611	0.01116
0.00000	0.00000	0.00000	0.00000	-0.37623	0.00000	0.00000	0.02364	0.06335	-0.52666
