-0.05149	-0.00536	-0.00174	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.03478	0.00000	-0.03842	-0.01768	0.00000	-0.00045	0.20878	0.00000	-0.00045	0.00000	-0.00396	-0.00920	-0.02986	0.11640	0.00000	0.00088	-0.00072	0.00000	0.00156	-0.00001	-0.00690
0.06602	-0.05368	-0.03186	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00040	0.00000	-0.04761	-0.00675	0.00000	-0.05730	0.07008	0.00000	-0.00056	0.00000	-0.01157	-0.02248	-0.00060	0.05849	0.00000	0.01916	-0.00089	0.00000	0.05439	0.00294	-0.00369
-0.00039	0.02382	-0.04658	0.00044	0.00000	-0.00830	-0.00900	0.00000	0.00000	0.00000	0.00011	-0.00221	0.06888	0.00000	0.06723	-0.00079	-0.01141	-0.00026	-0.00706	-0.00330	-0.00576	0.00014	-0.00040	0.00027	0.00000	-0.01753	0.00000	0.00000	0.00000	-0.00117
0.00000	0.00000	0.00002	-0.00849	0.00002	-0.00110	-0.00019	-0.00053	-0.00056	0.00009	0.01735	-0.00013	0.00000	-0.00138	0.00000	0.00000	0.00004	-0.00006	0.00005	-0.00024	0.00001	0.00002	0.00000	-0.00139	0.00000	-0.00003	-0.00009	0.00000	0.00000	0.00004
0.00000	0.00000	0.00000	-0.00154	-0.02011	-0.00138	-0.00025	-0.00102	-0.00010	0.02181	0.00014	0.00003	0.00000	-0.00592	0.00000	0.00000	0.00018	0.00009	0.00019	0.00005	-0.00112	0.01077	0.00000	-0.00029	0.00000	0.00011	-0.01849	0.00000	0.00000	0.00074
0.00000	0.00000	0.00096	0.00168	-0.00002	-0.01444	-0.00037	-0.00353	-0.00347	0.00371	-0.00571	0.00220	0.00000	-0.00413	0.00000	0.00000	0.00013	0.00226	0.00014	0.00119	-0.00017	0.00108	0.00000	-0.00341	0.00000	0.00348	-0.00321	0.00000	0.00000	0.00218
0.00000	0.00000	0.00337	-0.00100	-0.00008	-0.00151	-0.00926	-0.00625	-0.00348	0.01029	-0.00493	0.00965	0.00000	-0.00409	0.00000	0.00000	0.00013	0.01375	0.00013	0.00571	-0.00030	0.00572	0.00000	-0.00212	0.00000	0.01210	-0.00522	0.00000	0.00000	0.00478
0.00000	0.00000	0.00000	0.00512	0.00022	0.00571	0.00426	-0.00841	0.00025	0.00020	0.00150	0.00158	0.00000	-0.01356	0.00000	0.00000	0.00043	0.00680	0.00045	0.00472	0.00005	0.00000	0.00000	0.00292	0.00000	0.00361	-0.00094	0.00000	0.00000	0.00001
0.00000	0.00000	0.00000	0.00159	-0.00010	0.00219	0.00414	-0.00040	-0.00194	0.00010	0.00328	0.00259	0.00000	-0.00690	0.00000	0.00000	0.00022	0.00245	0.00023	0.00122	-0.00044	0.00000	0.00000	0.00362	0.00000	0.00228	-0.00786	0.00000	0.00000	0.00000
0.04180	-0.00067	0.00140	0.00033	-0.00592	-0.00175	-0.00495	0.00006	0.00016	-0.01031	0.00021	-0.02492	-0.00072	-0.00801	0.01905	0.06178	-0.01920	-0.00047	0.00027	-0.00074	0.00007	0.00185	-0.00035	0.00022	0.00000	-0.02136	0.00004	0.00000	0.00000	-0.00150
0.00000	0.00000	0.00000	0.00225	0.00001	0.01091	0.01105	-0.00217	-0.00818	0.00002	-0.00783	0.01172	0.00000	-0.00056	0.00000	0.00000	0.00002	0.00201	0.00002	0.01456	0.00000	0.00000	0.00000	-0.00020	0.00000	0.00594	0.00000	0.00000	0.00000	0.00001
0.00814	0.01104	0.01188	-0.00007	0.00016	-0.00486	-0.01401	-0.00258	-0.00968	0.00314	-0.00682	-0.00815	0.01183	-0.00847	0.00322	0.00669	0.00027	0.00376	0.00028	0.01040	0.00007	0.00409	0.00569	-0.00248	0.00000	0.00678	0.00005	0.00000	0.00000	0.01022
0.05265	-0.00501	-0.02040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00014	0.00000	-0.01696	-0.04773	0.00000	-0.03825	0.01185	0.00000	-0.00020	0.00000	-0.02643	-0.00739	-0.00021	-0.00014	0.00000	0.03127	-0.00032	0.00000	0.05756	0.00000	-0.00316
0.00000	0.00000	0.00000	0.00119	0.00103	0.00014	0.00172	-0.00000	0.00127	0.00103	0.00164	0.00036	0.00000	-0.01619	0.00000	0.00000	0.00224	0.00105	0.00232	0.00060	0.00001	0.00000	0.00000	0.00123	0.00000	0.00133	-0.00871	0.00000	0.00000	0.00005
0.03302	0.04497	-0.01038	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00703	0.00000	-0.01044	0.02621	0.00000	0.02245	0.01164	0.00000	-0.00012	0.00000	-0.01797	-0.01778	-0.01605	0.02345	0.00000	0.00000	-0.00019	0.00000	0.00000	0.00000	-0.01729
-0.01904	-0.00758	-0.00094	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.02961	0.00000	-0.01767	-0.00841	0.00000	-0.03935	-0.11122	0.00000	-0.00021	0.00000	-0.03352	-0.00084	-0.02608	0.00265	0.00000	0.42225	-0.00033	0.00000	0.15808	-0.00001	-0.01718
0.00000	0.00000	0.00746	0.00070	0.00044	0.00029	0.00066	0.00018	0.00047	0.00575	0.00056	0.00013	0.00000	-0.02402	0.00000	0.00000	-0.00139	0.00036	0.00080	0.00021	0.00020	0.00693	0.00000	0.00049	0.00000	0.00046	0.00013	0.00000	0.00000	0.00574
-0.00312	-0.00424	-0.00622	-0.00560	0.00117	-0.03259	-0.12305	-0.03257	-0.09143	-0.00489	-0.08682	-0.17016	-0.00454	-0.06354	-0.00123	-0.00257	0.00203	-0.26910	0.00211	-0.02276	0.00053	-0.00470	-0.00218	-0.09966	0.00000	-0.01401	0.00034	0.00000	0.00000	-0.00580
0.00000	0.00000	0.03762	0.00065	0.00041	0.00027	0.00061	0.00017	0.00044	0.00033	0.00053	0.00012	0.00000	-0.02239	0.00000	0.00000	0.00072	0.00034	-0.01234	0.00019	0.00019	0.01930	0.00000	0.00046	0.00000	0.00042	0.00012	0.00000	0.00000	0.00002
0.02018	0.03263	0.00548	-0.00115	0.00004	-0.00928	-0.00362	-0.01014	-0.00598	0.00044	-0.01406	-0.00916	0.01225	-0.00217	0.01319	0.02641	0.00007	-0.00122	0.00007	-0.01589	0.00002	0.00003	0.00445	-0.01051	0.00000	-0.00082	0.00001	0.00000	0.00000	0.00009
0.00930	0.02116	0.01574	-0.00128	-0.00024	-0.00130	0.00005	-0.00099	0.00011	0.00025	0.00040	0.00009	0.01201	-0.01734	0.01522	0.02552	0.00055	0.00026	0.00057	0.00015	-0.02985	0.00089	0.01479	-0.00008	0.00000	0.00033	-0.01924	0.00000	0.00000	0.00001
0.00183	-0.00062	-0.00018	0.00008	-0.00655	-0.00159	-0.00336	0.00000	0.00000	0.00181	0.00002	-0.00999	-0.00049	0.00000	0.01802	0.02004	-0.00917	-0.00029	-0.00704	-0.00033	-0.00419	-0.05521	0.02927	0.00005	0.00000	-0.00830	0.00000	0.00000	0.00000	-0.00037
-0.01464	-0.02389	-0.00325	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.00045	0.00000	-0.05286	-0.03274	0.00000	-0.01849	-0.00182	0.00000	-0.00062	0.00000	-0.00987	-0.02543	-0.03967	-0.07426	0.00000	0.03933	-0.00099	0.00000	0.07263	0.12644	-0.03759
0.00000	0.00000	0.00009	0.00537	-0.00005	-0.00274	0.00959	-0.00223	-0.00664	0.00036	0.00109	0.00422	0.00000	-0.00171	0.00000	0.00000	0.00005	0.01004	0.00006	0.00975	-0.00017	0.00010	0.00000	-0.01072	0.00000	0.00462	-0.00295	0.00000	0.00000	0.00020
-0.01122	-0.30122	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.07077	0.00000	0.00000	-0.02939	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.24634	0.00000	-0.48257	0.00000	0.00000	0.02395	0.05890	0.00000
-0.00012	-0.00017	0.00436	0.00015	0.00006	-0.00458	-0.00348	-0.00004	-0.00304	0.01458	-0.00130	-0.00628	-0.00018	-0.00338	-0.00005	-0.00010	0.00011	-0.00024	0.00011	-0.00043	0.00003	0.00949	-0.00009	-0.00472	0.00000	-0.01103	0.00002	0.00000	0.00000	0.02852
0.00000	0.00000	0.00000	0.00560	0.00179	0.00471	0.00140	0.00346	0.00076	0.00005	0.00008	0.00002	0.00000	-0.00303	0.00000	0.00000	0.00011	0.00005	0.00012	0.00003	0.00380	0.00000	0.00000	0.00140	0.00000	0.00007	-0.00986	0.00000	0.00000	0.00000
0.00715	-0.26337	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.23951	0.00000	0.00000	-0.05795	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.02068	0.00000	-0.01202	0.00000	0.00000	-0.68683	0.00126	0.00000
-0.01737	-0.29109	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.01843	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	-0.36753	0.00000	0.02232	0.00000	0.00000	0.03677	-0.28852	0.00000
0.00469	0.00835	0.00084	0.00032	-0.00558	-0.00243	-0.01070	0.00005	0.00013	0.00172	0.00018	-0.00942	0.02112	-0.00651	0.01128	0.00359	-0.00958	-0.00072	0.00022	-0.00048	0.00005	0.00138	0.00452	0.00022	0.00000	-0.00428	0.00003	0.00000	0.00000	-0.04317
